name,album_type,label,popularity,total_tracks,release_date,uri,image_url
Heart Attack,single,FNC ENTERTAINMENT,39,6,2015-06-22,spotify:album:1VTC6SmzvyPnWsEuQ0clrb,https://i.scdn.co/image/ab67616d0000b2733bab219d2c91bbfc6fe6fec9
2 Cool 4 Skool,album,BIGHIT MUSIC / HYBE,0,7,2013-06-12,spotify:album:26z5WolFltYgVMuuJ3c0Am,https://i.scdn.co/image/ab67616d0000b27349a0f2ca62742d289da81509
CIX 5th EP Album ‘OK’ Episode 1 : OK Not,single,"Genie Music Corporation, Stone Music Entertainment",48,4,2022-08-22,spotify:album:0awixD0tmDTgB6JWfQxwO0,https://i.scdn.co/image/ab67616d0000b273ab36ff6234cbb75990aab601
Encore,album,A Cappella Records,0,13,2013-05-03,spotify:album:1AN2Vv5PecNjJEmzys8Gru,https://i.scdn.co/image/ab67616d0000b2734c29cb8d443b45f43e78e9f5
DUMB DUMB,single,THE BLACK LABEL/Interscope Records,45,1,2021-08-02,spotify:album:24sFioeGsPtxa5fD6VzL8b,https://i.scdn.co/image/ab67616d0000b273fddc804f96cdd6a7de9bcc09
More of The Monkees (Deluxe Edition),album,Rhino,61,30,1967-01-09,spotify:album:50zHjIiTOZM232gnWvOydX,https://i.scdn.co/image/ab67616d0000b273360a1ae790aa71a0aac4983e
NCT 2018 EMPATHY,album,SM Entertainment,60,14,2018-03-14,spotify:album:3KAJvo62RNQEtXwIyB5rzX,https://i.scdn.co/image/ab67616d0000b273b1d944dd406d5b0e461ad155
BOCA 2009: Best Of College A Cappella,compilation,Varsity Vocals,0,19,2011-02-15,spotify:album:50WaSkL4pVvz9Crsca7oNV,https://i.scdn.co/image/ab67616d0000b2734b3c2c076ef820f59ba15aa0
Trading Snakeoil for Wolftickets,album,Down Up Down Music,52,11,2001-01-01,spotify:album:1OydCrx4m7fguwcX4stR9z,https://i.scdn.co/image/ab67616d0000b2737948eec521c67e76cafe30a0
See You Again (feat. Charlie Puth),single,Atlantic Records,67,1,2015,spotify:album:5FXIqS1XqbpfOKNoi5VUwS,https://i.scdn.co/image/ab67616d0000b2734e5df11b17b2727da2b718d8
Oh Sorry Ya,single,Abyss Company,38,1,2022-03-08,spotify:album:4LKKDcLPX4aZXGfnlpFPi7,https://i.scdn.co/image/ab67616d0000b273a86abd5090b3fec2898a955a
Recovery,album,Aftermath,75,17,2010-06-18,spotify:album:47BiFcV59TQi2s9SkBo2pb,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100
ITAEWON CLASS (Original Television Soundtrack) Pt. 12,single,(주)블렌딩,61,2,2020-03-13,spotify:album:1q3j12Y1sp2eqqffSnyA93,https://i.scdn.co/image/ab67616d0000b27320af30dc4a6011fc11632211
BORDER : CARNIVAL,single,BELIFT LAB,69,6,2021-04-26,spotify:album:4LGYBcRsteiXjcPD4QQvxv,https://i.scdn.co/image/ab67616d0000b273714e56679ab196354e2e443e
Bombs Away,album,Decca (UMO),53,12,2015-03-10,spotify:album:2Yi29VOccHCwktsZNqtxbt,https://i.scdn.co/image/ab67616d0000b2734b20e4a8e06f19bcd51a5406
Beethoven: 9 Symphonies; Overtures,album,Deutsche Grammophon (DG),19,42,1993-01-01,spotify:album:2DQTNTznsteIZciZdyeWdj,https://i.scdn.co/image/ab67616d0000b27370426e24663b43f11ebd9c24
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),single,Epic,65,1,2010-05-07,spotify:album:3pzQF7YgU1f66pBayA8uHv,https://i.scdn.co/image/ab67616d0000b273752d2becbb91841a31c556b8
NUNA,single,P NATION,56,6,2020-07-30,spotify:album:6XBIkDFhDgc3PQOUEcO2fd,https://i.scdn.co/image/ab67616d0000b273e411b11ff552ac7eed12d334
Francis A. & Edward K.,album,FRANK SINATRA DIGITAL REPRISE,36,8,1968-01,spotify:album:5GFkm37IrMR9a4rc6JABkw,https://i.scdn.co/image/ab67616d0000b2730c981ab72e00803faf1bbcae
Album One,album,Steam Powered Giraffe,40,11,2009-10-30,spotify:album:60nJMMPYjHWNjli6APs40v,https://i.scdn.co/image/ab67616d0000b2730595db077a6e829ba4bd6dea
MADE,album,YG Entertainment,0,11,2016-12-13,spotify:album:1q8h2HdED1cmgJVo8lEBME,https://i.scdn.co/image/ab67616d0000b2735c2254d6d7618143e23f7fdb
Evolve,album,Kid Ina Korner / Interscope,79,12,2017-06-23,spotify:album:33pt9HBdGlAbRGBHQgsZsU,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a
Pasoori,single,Giraffe Pakistan,70,1,2022-02-06,spotify:album:7wgrW5XyZdtk0K8PkW5A7h,https://i.scdn.co/image/ab67616d0000b2733f3d35703bdcd917dad51c4f
TRAVEL,single,RBW Inc.,50,5,2020-11-03,spotify:album:3xje7wSW2xwQx2GNJ5cfNu,https://i.scdn.co/image/ab67616d0000b2731cc469da4da1bccfa16867be
Justice,album,RBMG/Def Jam,83,16,2021-03-19,spotify:album:5dGWwsZ9iB2Xc3UKR0gif2,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431
Bad Boy,single,Parlophone Denmark,43,1,2020-09-23,spotify:album:4IRuxkSbw7iZZmnr6Rly2Q,https://i.scdn.co/image/ab67616d0000b27390ee0d4d3906192283bae657
Wimoweh!!! - The Best Of The Tokens,compilation,RCA Records Label,48,20,1994-08-29,spotify:album:6NBox81OQox7U4I0hZB9t0,https://i.scdn.co/image/ab67616d0000b2739df742dcaf9b79edad9009d0
FIRST IMPACT,single,"Genie Music Corporation, Stone Music Entertainment",62,6,2022-01-03,spotify:album:7pHyAucSgWoDNlFHfhQfVN,https://i.scdn.co/image/ab67616d0000b2732963187314262831fa2baa49
FutureSex/LoveSounds,album,Jive,68,12,2006-09-12,spotify:album:2scB1uhcCI1TSf6b9TCZK3,https://i.scdn.co/image/ab67616d0000b273c6ba98fd3f3b396a6c6f7091
Born To Die,album,Polydor Records,53,13,2012-01-30,spotify:album:4X8hAqIWpQyQks2yRhyqs4,https://i.scdn.co/image/ab67616d0000b273a1c37f3fd969287c03482c3b
"Mozart: String Quartets Nos. 4, 17 & 22",album,harmonia mundi,20,11,2011-02-22,spotify:album:1PxALR0DTaTJPL6ByBK266,https://i.scdn.co/image/ab67616d0000b2731d9ef8e92370053b06f8c9ec
Cherry Wish,single,FNC W,41,5,2022-03-02,spotify:album:1vcO0a7uQpoIoEjJ5lJ4Hf,https://i.scdn.co/image/ab67616d0000b273a436d1d155cb24679e84c3bd
Flicker (Deluxe),album,Capitol Records (US1A),71,13,2017-10-20,spotify:album:7ahctQBwcSxDdP0fRAPo2p,https://i.scdn.co/image/ab67616d0000b2735bac234d5511248b248caf36
Whatever We Feel,single,Nettwerk Records,0,1,2020-04-03,spotify:album:5Lg9bnBTPSu0Xg7MRERveZ,https://i.scdn.co/image/ab67616d0000b2736668cca4cf49b642d43316e5
The Prelude,single,Atlantic Records,60,6,2020-07-17,spotify:album:3Qj2vsFzmaB8jcH6Q60WIG,https://i.scdn.co/image/ab67616d0000b27387bb1da05f3491eea3401de5
Favorite - The 3rd Album Repackage,album,SM Entertainment,53,14,2021-10-25,spotify:album:5LbnQtyHBfJUCigA08llHX,https://i.scdn.co/image/ab67616d0000b27325adc6ae87e26bc7e556af71
Memories,album,Valley Records,64,14,2021-12-08,spotify:album:4tp4dyeVhcG7kM2jUi3Yj5,https://i.scdn.co/image/ab67616d0000b27303e1a7fcbea3b074e69db4be
Confessions (Expanded Edition),album,LaFace Records,74,21,2004-03-23,spotify:album:1RM6MGv6bcl6NrAG8PGoZk,https://i.scdn.co/image/ab67616d0000b273365b3fb800c19f7ff72602da
BOCA 2006: Best Of College A Cappella,compilation,Varsity Vocals,0,20,2006-01-01,spotify:album:3AeoTNhXFgBM7CuODGFelQ,https://i.scdn.co/image/ab67616d0000b27375e1cccb63989b4aa6a22cbc
Sofie's SOS Tape,compilation,Stones Throw Records,31,24,2016-12-16,spotify:album:4HSL9qNMgDUNQFngd3ODit,https://i.scdn.co/image/ab67616d0000b273f018a687cc12aa41e7b4cd80
Freudian,album,Golden Child Recordings,72,10,2017-08-25,spotify:album:3xybjP7r2VsWzwvDQipdM0,https://i.scdn.co/image/ab67616d0000b2733138f891f3075c9c5d944037
A Hard Day's Night (Remastered),album,EMI Catalogue,63,13,1964-07-10,spotify:album:6wCttLq0ADzkPgtRnUihLV,https://i.scdn.co/image/ab67616d0000b273e230f303815e82a86713eedd
Mozart: Die Zauberflöte,album,Deutsche Grammophon (DG),29,46,1964-01-01,spotify:album:45QGB3unppoM0c5CoRobJK,https://i.scdn.co/image/ab67616d0000b27378527c650f1ff945c8354517
Always,single,Universal Music LLC,45,1,2022-02-21,spotify:album:0kwAgLzLnzQxaKcdubyaMh,https://i.scdn.co/image/ab67616d0000b273715d1b4d21f0ca40a8e95840
Gettin' Ready (Expanded Edition),album,Motown,54,14,1966,spotify:album:3RE8NUULcBzFvVtCmlI4lb,https://i.scdn.co/image/ab67616d0000b2739f06367f9a07d24fc9c641a9
WINE,single,"Million Market,Inc",44,2,2017-04-27,spotify:album:26adxLsliyYcCfVTF6xA75,https://i.scdn.co/image/ab67616d0000b2732c0252c4e4a988f024e4d262
Positive,single,CUBE ENTERTAINMENT,51,6,2018-04-02,spotify:album:1ZRmLzZWvOkSqWePzFeekO,https://i.scdn.co/image/ab67616d0000b273e099e697d0068b652fe6814e
WIN-DOW,single,우조엔터테인먼트,31,6,2022-07-20,spotify:album:4dcwVvd7l0sAGBg0pSmKK2,https://i.scdn.co/image/ab67616d0000b273a23b62f52ade294c583d639e
MONTERO (Call Me By Your Name),single,Columbia,65,3,2021-03-31,spotify:album:2Hjcfw8zHN4dJDZJGOzLd6,https://i.scdn.co/image/ab67616d0000b273664034dd80e91b28f773598d
SQUARE UP,single,"2018 YG Entertainment, distributed through Interscope Records",66,4,2018-06-15,spotify:album:0wOiWrujRbxlKEGWRQpKYc,https://i.scdn.co/image/ab67616d0000b273bfd46639322b597331d9ecef
Nothing Breaks Like a Heart (feat. Miley Cyrus),single,Columbia,64,1,2018-11-30,spotify:album:2hBfao8GWZwHlUGDB8HVQO,https://i.scdn.co/image/ab67616d0000b273ad79d30f49891b2a2f7757f8
A Class,album,JYP Entertainment,45,13,2011-07-18,spotify:album:6Ii2g2GfqTzkqtSCpsuA2X,https://i.scdn.co/image/ab67616d0000b2730444d21d6cb2fcae0247ff60
海嘯,album,Columbia,45,10,2001-05-10,spotify:album:06yEqpc6KFxUZ5BxE7V7TN,https://i.scdn.co/image/ab67616d0000b2734df4e8ec1f66ebb6b63c14c2
Coppélia,album,Australian Broadcasting Corp (ABC),0,39,2018-07-06,spotify:album:7jKT8NC2XfAs9RFKsrGz2p,https://i.scdn.co/image/ab67616d0000b273471dedcd7b83cd630cf87a72
"Meow the secret boy 어서와 (Original Television Soundtrack), Pt.11",single,Donuts Music N,0,2,2020-04-23,spotify:album:0ZqZDky3PSbzKgHJzvSRuJ,https://i.scdn.co/image/ab67616d0000b273991f8587520bf76795db6f0e
Songs In The Key Of Life,album,UNI/MOTOWN,64,21,1976-09-28,spotify:album:6YUCc2RiXcEKS9ibuZxjt0,https://i.scdn.co/image/ab67616d0000b2732fee61bfec596bb6f5447c50
FEVER,single,JYP Entertainment,31,1,2019-12-01,spotify:album:3pQEo2pmo1vKTkWbSbldBB,https://i.scdn.co/image/ab67616d0000b27375ce3676994c95a025aeefac
Ne reviens pas,single,Universal Music Division Capitol Music France,43,1,2019-11-21,spotify:album:0w6UtV9Rd14AqjqcwD3j3l,https://i.scdn.co/image/ab67616d0000b27314b31a0ac21c8645919204a8
Yellow Submarine (Remastered),album,EMI Catalogue,47,13,1969-01-17,spotify:album:1gKZ5A1ndFqbcrWtW85cCy,https://i.scdn.co/image/ab67616d0000b273d283808926ad3d2220e63c1c
Chopin: Ballades; Barcarolle; Fantaisie,album,Deutsche Grammophon (DG),37,6,1988-01-01,spotify:album:5c9v5oU43Oo22MSG8EKFp2,https://i.scdn.co/image/ab67616d0000b2734a7a2e0cab8f2db75a1c3f55
Head In The Clouds II,album,88rising Music/Warner Records,63,16,2019-10-11,spotify:album:7bOpX6Ilc9UCFmH9uGyUDy,https://i.scdn.co/image/ab67616d0000b273488df3d22b1f5c0ea15b686a
Rachmaninoff & Poulenc: Blue Bird,album,SPEKTRAL,5,20,2014-01-10,spotify:album:7LfArBzkgp1PPDGDGSYWaR,https://i.scdn.co/image/ab67616d0000b2732ef4105bd054322c9e1dab7f
BOCA 2011: Best Of College A Cappella,compilation,Varsity Vocals,0,18,2011-01-11,spotify:album:27d96rqnXRtmrGBGHJzPBh,https://i.scdn.co/image/ab67616d0000b273da81ceb610e54852e16f0e82
hopeless fountain kingdom (Deluxe),album,Astralwerks (ASW),70,16,2017-06-02,spotify:album:7GjG91tyHQNGEHzKJaqOi0,https://i.scdn.co/image/ab67616d0000b2730f7ad6d8d829906c17cae210
Ice Cream Cake - The 1st Mini Album,single,SM Entertainment,49,6,2015-03-17,spotify:album:27cBQ5FDqv0xLgiJ7qNpZr,https://i.scdn.co/image/ab67616d0000b2733beb8877c3a0cde5be9a139c
The Perfect Red Velvet - The 2nd Album Repackage,album,SM Entertainment,57,12,2018-01-29,spotify:album:0OkJThJls8FO1lutMzMDJ0,https://i.scdn.co/image/ab67616d0000b273b64001fa6292caefc7605550
Bloom,album,avex trax,51,11,2022-04-06,spotify:album:4ualu7nMAcmoAqp47YaA95,https://i.scdn.co/image/ab67616d0000b2739d750d969d227e6506a2c176
Discovery,album,Daft Life Ltd./ADA France,70,14,2001-03-12,spotify:album:2noRn2Aes5aoNVsU6iWThc,https://i.scdn.co/image/ab67616d0000b273b33d46dfa2635a47eebf63b2
"Legendary Covers, Vol. 1",album,Peter Hollens,0,14,2019,spotify:album:1tFypxtPJ5A61j97TRhWnP,https://i.scdn.co/image/ab67616d0000b27314c8e44d9a72ff95895d96ef
BOOTLEG,album,Sony Music Labels Inc.,61,14,2017-11-01,spotify:album:1mvoieMR8Dwiy7S052ihoC,https://i.scdn.co/image/ab67616d0000b273f038f68827e437530b3a80a8
Jazz,album,Hollywood Records,51,15,1978-11-10,spotify:album:5X3rA8To5GDOeIWdQyMEcE,https://i.scdn.co/image/ab67616d0000b2735e5bfba76defb59b3acf6c47
Vocal Spectrum V,album,Naked Voice Records,13,11,2017-07-14,spotify:album:3thUTTJbMtypYYmvsU6ucZ,https://i.scdn.co/image/ab67616d0000b27313a57a0cbaa60c08dc56cea4
What's Inside: Songs from Waitress,album,Epic,55,12,2015-11-06,spotify:album:1s6codM2ZAB008t9GTyaEk,https://i.scdn.co/image/ab67616d0000b2737acf0cb659dceb25ddbfd39a
MORE,single,BIGHIT MUSIC,67,1,2022-07-01,spotify:album:5Sk4Inca1WZhP7VLuD7DOi,https://i.scdn.co/image/ab67616d0000b273569b887843ceee392b65557b
Brahms: String Quartets & Piano Quintet,album,Deutsche Grammophon (DG),12,16,2007-01-01,spotify:album:5nZ5ePGoQZGt1MbGphwqph,https://i.scdn.co/image/ab67616d0000b2737972250a17a316dc7fe9966d
CHAT-SHIRE,single,Kakao Entertainment,48,7,2015-10-23,spotify:album:3rMvAe0zU0pJRnRa7Rfc1U,https://i.scdn.co/image/ab67616d0000b2736a0cfc4171d2a0cb9dc7c9ab
Mozart Piano Pieces,compilation,Warner Music Group - X5 Music Group,4,20,2020-10-13,spotify:album:3AYEvo7R1gY4O5xJuMwy3U,https://i.scdn.co/image/ab67616d0000b273a78d6aa51909744b78778902
The Most Beautiful Moment in Life Pt.2,album,BIGHIT MUSIC / HYBE,0,9,2015-11-30,spotify:album:4frjaGAtuBmm8CPuYPY4oG,https://i.scdn.co/image/ab67616d0000b2738ac442a54c68aad8f9b93f51
4U : OUTSIDE,single,Universal Music LLC,37,6,2021-08-30,spotify:album:6aS3GtElkkgThSwtC9usiA,https://i.scdn.co/image/ab67616d0000b2739cbfec319f493499b31fba46
Crazy Love,album,143/Reprise,60,13,2009-10-06,spotify:album:3MXDonOIzrIrCh0HvlACyj,https://i.scdn.co/image/ab67616d0000b273f0cc194252888c6658c706ab
Led Zeppelin III (Remaster),album,Atlantic Records,66,10,1970,spotify:album:6P5QHz4XtxOmS5EuiGIPut,https://i.scdn.co/image/ab67616d0000b27390a50cfe99a4c19ff3cbfbdb
Pure Heroine,album,Universal Music New Zealand Limited,74,10,2013-09-27,spotify:album:0rmhjUgoVa17LZuS8xWQ3v,https://i.scdn.co/image/ab67616d0000b273187331e276c898d39764cc98
MONOCHROME,album,Genie Music Corporation,27,16,2013-05-21,spotify:album:7Bhg7EOxBASEzLV3U6DnjK,https://i.scdn.co/image/ab67616d0000b273aa0046f64f34c168d3acb760
G Train,single,The Tarpeggios,0,1,2019-11-22,spotify:album:0vmio1Hc8vrU7scyVa6BYK,https://i.scdn.co/image/ab67616d0000b27362f44cdb37183a309fc1032f
Second,single,SM Entertainment,38,1,2021-08-09,spotify:album:0Nck83Sjn5RfHsITpO8GuZ,https://i.scdn.co/image/ab67616d0000b27327a007e6c009a38bf2f89277
The Sound of Silence,single,Peter Hollens,0,1,2017,spotify:album:2csjrZ6lbV7wWvVTsEi7u0,https://i.scdn.co/image/ab67616d0000b2732787a9e5a9a46d8d566209c8
Bomb In A Birdcage,album,Virgin Records,31,11,2009-01-01,spotify:album:07IV5RxLvAUeZbcPm4zOzn,https://i.scdn.co/image/ab67616d0000b273e7b8e0abcd5cdc4c8b5a238c
Music Is Better Than Words,album,Fuzzy Door Productions/Universal,27,14,2011-01-01,spotify:album:6VojJdbXviFkMuemAQ2Ivo,https://i.scdn.co/image/ab67616d0000b273913c7a28b9dbce0ec35a7045
"Mozart: Symphony No. 40 in G Minor, Bassoon Concerto & Flute Serenades Nos. 1 & 3",album,JPK Musik,23,18,2017-12-08,spotify:album:3WHqaCZ66SWzL7LyYnrn9y,https://i.scdn.co/image/ab67616d0000b2738f579f6adad5e766412bbd18
BABYMETAL,album,Cooking Vinyl Limited,53,15,2015-05-11,spotify:album:6Eepi724OOt38pTaUrZErI,https://i.scdn.co/image/ab67616d0000b273d01512173f11eec708e1768f
"Love, Save The Empty",album,Universal (MT),31,11,2009,spotify:album:1tF7625TFqvfzMbappj1pQ,https://i.scdn.co/image/ab67616d0000b2734280a158a96c9b0274eb7e99
"Dvorak: String Quintet, Op. 97 & String Sextet, Op. 48",album,harmonia mundi,9,8,2018-01-19,spotify:album:02nUFvsdTaekp2QQalnE3N,https://i.scdn.co/image/ab67616d0000b273040c78c4ed7f56a2a3d2a770
HORN,album,IST ENTERTAINMENT,45,11,2022-02-14,spotify:album:6GeYzOIumBxJ4iF41J3KXM,https://i.scdn.co/image/ab67616d0000b2730582560196a977f50cc8411b
Rubber Soul (Remastered),album,EMI Catalogue,67,14,1965-12-03,spotify:album:50o7kf2wLwVmOTVYJOTplm,https://i.scdn.co/image/ab67616d0000b273ed801e58a9ababdea6ac7ce4
Sound G.,album,내가네트워크,15,19,2009-07-21,spotify:album:2CEzjLWQOcGxkorwL99n6p,https://i.scdn.co/image/ab67616d0000b273186edfe8830c46f7bfd71d3e
Luck Of The Draw,album,Capitol Records,56,12,1991-01-01,spotify:album:6blrkOZ0VmkhYPjfoD7eqf,https://i.scdn.co/image/ab67616d0000b273a1113af3a19a41dc8eec534e
"Jai Jai Shivshankar (From ""War"")",single,YRF Music,43,1,2019-09-21,spotify:album:5GvIKf7yN7gjZfYohbvHmj,https://i.scdn.co/image/ab67616d0000b2738874d42c6591770e15618d13
Songs For Swingin' Lovers! (Remastered),album,Capitol Records,58,15,1956-03,spotify:album:4kca7vXd1Wo5GE2DMafvMc,https://i.scdn.co/image/ab67616d0000b273b9ea1c69fe9efbdc2df85a95
24K Magic,album,Atlantic Records,75,9,2016-11-17,spotify:album:4PgleR09JVnm3zY1fW3XBA,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5
Ladies of the Canyon,album,Rhino,1,12,1970-03-01,spotify:album:7JOdtLDLyXJIppDRB7kxr9,https://i.scdn.co/image/ab67616d0000b2730058fcf8f649ae1b05f6c163
Cherry Rush,single,FNC ENTERTAINMENT,43,5,2021-01-20,spotify:album:0W9GrOL1veUcQdbPvgjj9i,https://i.scdn.co/image/ab67616d0000b273b0f7fd5522eff959055b20d8
El Dorado,album,Sony Music Latin,67,13,2017-05-26,spotify:album:6bUxh58rYTL67FS8dyTKMN,https://i.scdn.co/image/ab67616d0000b273d05d3aad30c5fb7614893cf5
Fine Line,album,Columbia,85,12,2019-12-13,spotify:album:7xV2TzoaVc0ycW7fwBwAml,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
Last Fantasy,album,Kakao Entertainment,40,13,2011-11-29,spotify:album:149BHv6qAyMgJ483vPi77C,https://i.scdn.co/image/ab67616d0000b273bf5f4138ebc9ba3fd6f0cde9
MEMORY,single,Stone Music Entertainment,44,7,2016-11-07,spotify:album:3Q34hV5fBbMpRpADmlptr7,https://i.scdn.co/image/ab67616d0000b273733b6abfa76a28b999feb572
-77.82x-78.29,single,YUEHUA ENTERTAINMENT KOREA,55,4,2020-09-21,spotify:album:4kMID9cggWEko9mOb1zisI,https://i.scdn.co/image/ab67616d0000b273c32633331e11b4fe108237f8
Pioneer,album,"Big Machine Label Group, LLC",49,12,2013-01-01,spotify:album:4oXEoK7WVM1lNbmB59IrJ1,https://i.scdn.co/image/ab67616d0000b27379c820d2d853c756c3738d39
WAW,single,RBW Inc.,39,4,2021-06-02,spotify:album:0gt7dy4ONFo6uc8D5w2WNi,https://i.scdn.co/image/ab67616d0000b273ae843591bcdace9489c86fb0
"Oral Fixation, Vol. 2 (Expanded Edition)",album,Epic,69,13,2005-11-28,spotify:album:5ppnlEoj4HdRRdRihnY3jU,https://i.scdn.co/image/ab67616d0000b27327ddd747545c0d0cfe7595fa
Blue,album,Rhino,2,10,1971-06-22,spotify:album:1vz94WpXDVYIEGja8cjFNa,https://i.scdn.co/image/ab67616d0000b273e9f77be85457110ebf304da7
Spider,single,PLEDIS Entertainment,49,1,2021-04-02,spotify:album:3PtE3yizKf8e2MzCtXU8K9,https://i.scdn.co/image/ab67616d0000b2739448197f00ccb91ff0685681
Lion Heart - The 5th Album,album,SM Entertainment,52,12,2015-08-19,spotify:album:4eKdn0skJCidO2wqIJyCgB,https://i.scdn.co/image/ab67616d0000b2737ce0130c09547c733984ba0e
Ivy To Roses (Mixtape),album,Polydor Records,63,15,2019-01-18,spotify:album:0syM7OUAhV7S6XmOa4nLUZ,https://i.scdn.co/image/ab67616d0000b273fb4278cf3d557dc89ca80ad5
SEVENTEEN 1st Mini Album ’17 CARAT’,single,PLEDIS Entertainment,52,5,2015-05-29,spotify:album:0H2K2JrzdvJcxBEPyxC2sl,https://i.scdn.co/image/ab67616d0000b27383edaef854fd4a05016178e9
Oh! - The Second Album,album,SM Entertainment,56,12,2010-01-28,spotify:album:4e841RxorIoZIufX8v7p7E,https://i.scdn.co/image/ab67616d0000b2739b57e9b31c831fb2137c38e2
Return of The Girl,single,"Genie Music Corporation, Stone Music Entertainment",53,5,2021-12-01,spotify:album:28p4jKCNlbLUXaZ24iYLuD,https://i.scdn.co/image/ab67616d0000b2734fcfc7c45bef0c20cc65ec27
ALIVE,single,YG Entertainment,51,7,2012-02-29,spotify:album:5rI92smOlSS5d1Hq05BY7M,https://i.scdn.co/image/ab67616d0000b273dd2c0e8a5d4b0c1e227e4c7b
Lonely (with benny blanco),single,Friends Keep Secrets/Def Jam Recordings/Interscope Records,60,1,2020-10-16,spotify:album:3P5WIUJO0Ots1lQx09TOxk,https://i.scdn.co/image/ab67616d0000b27383b22beb73e2014b20159685
Manic,album,Capitol Records,69,16,2020-01-17,spotify:album:68enXe5XcJdciSDAZr0Alr,https://i.scdn.co/image/ab67616d0000b2737636e1c9e67eaafc9f49aefd
GO LIVE,album,Republic Records - Stray Kids,66,14,2020-06-17,spotify:album:6DWLIzvmiLPAuDWYZqrLQo,https://i.scdn.co/image/ab67616d0000b273fad8c4176e8df7173479f959
미녀는 괴로워 Original Motion picture Soundtrack,compilation,(주)블렌딩,39,11,2006-12-12,spotify:album:5XUYDlbeJCIFSCekufQiZb,https://i.scdn.co/image/ab67616d0000b2734e0beba9fb519b91d5485ef9
Norman Fucking Rockwell!,album,Polydor Records,78,14,2019-08-30,spotify:album:5XpEKORZ4y6OrCZSKsi46A,https://i.scdn.co/image/ab67616d0000b273879e9318cb9f4e05ee552ac9
Coco (Original Motion Picture Soundtrack),compilation,Walt Disney Records,64,53,2017-11-10,spotify:album:7nMexBA71PdwPnfqS5Yji5,https://i.scdn.co/image/ab67616d0000b2731f062b7159e8f230120512bf
OK Computer,album,XL Recordings,0,12,1997-05-28,spotify:album:7dxKtc08dYeRVHt3p9CZJn,https://i.scdn.co/image/ab67616d0000b273adb1732fa8d44b8eb2f6c0bf
Searching,single,Verve,25,3,2016-05-06,spotify:album:7pjWbCevZabqDKwm26ggKd,https://i.scdn.co/image/ab67616d0000b2737c307424da176f146b8a27e7
Demon Days,album,Parlophone UK,75,15,2005-05-23,spotify:album:0bUTHlWbkSQysoM3VsWldT,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf
American IV: The Man Comes Around,album,American Recordings Catalog P&D,64,15,2002-01-01,spotify:album:2BlL4Gv2DLPu8p58Wcmlm9,https://i.scdn.co/image/ab67616d0000b2736f4f62da3d811b6501a69ffa
PINES,album,Virgin Records,23,13,2012-01-01,spotify:album:1876e9QcHkJ3Hgo4NqKXBN,https://i.scdn.co/image/ab67616d0000b2732cf1dcc65396176307f23524
"Beethoven: Piano Sonatas ""Moonlight""; ""Appassionata""; ""Pathétique""",album,Decca Music Group Ltd.,21,9,1983-01-01,spotify:album:0RCfE1YhkdrjnM3kXT3YLl,https://i.scdn.co/image/ab67616d0000b2731500f9a293f0106619f16a7d
Strange Trails,album,IAMSOUND,66,14,2015-04-07,spotify:album:3yoNZlqerJnsnMN5EDwwBS,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81
Confident,album,Hollywood Records,70,11,2015-01-01,spotify:album:56yYgfX6M5FlpETfyZSHkn,https://i.scdn.co/image/ab67616d0000b273ed164cf1c10f028e8f528784
The Temptations Sing Smokey,album,UNI/MOTOWN,65,12,1965-03-22,spotify:album:45tweuKI0zdh8zgKo05cTw,https://i.scdn.co/image/ab67616d0000b2731a5b6271ae1c8497df20916e
WAP (feat. Megan Thee Stallion),single,Atlantic/KSR,66,1,2020-08-07,spotify:album:2ogiazbrNEx0kQHGl5ZBTQ,https://i.scdn.co/image/ab67616d0000b273c450c89d3eb750d3535b0a0c
No Time To Die,single,Darkroom/Interscope Records,62,1,2020-02-13,spotify:album:5sXSHscDjBez8VF20cSyad,https://i.scdn.co/image/ab67616d0000b273f7b7174bef6f3fbfda3a0bb7
Delight - The 2nd Mini Album,album,SM Entertainment,55,7,2020-05-25,spotify:album:75sPv82oaDKYjtuuS4l3Vc,https://i.scdn.co/image/ab67616d0000b273a280844e6f3397b0632ff64f
SEOULITE,single,YG Entertainment,35,6,2016-04-20,spotify:album:3cGyWEJaQlj7kCdKBCOGeb,https://i.scdn.co/image/ab67616d0000b2730d42834b296097a0136e97d3
改變自己,album,"Homeboy music, Ltd",38,12,2007-07-13,spotify:album:7yjS4CBFK0f9oQsVrcdNNW,https://i.scdn.co/image/ab67616d0000b273e74d5d14b01d404e1984ece7
Butter,single,BIGHIT MUSIC / HYBE,0,2,2021-05-21,spotify:album:2BDhPi2XCYujYxU6VM0QaD,https://i.scdn.co/image/ab67616d0000b273ed656680374294d5217193fa
