artist_mbid,other_mbid,relationship_type
777148e2-4ff1-49ee-86a7-cb2ecde70e69,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
779351de-0da5-4943-928b-495a3c40e8c0,48646387-1664-4c9a-9139-9bfd091b823c,member of band
77cb0d7a-c6b9-4cf2-a36c-34b1246b9ea3,9f6a8346-15f3-4ec4-a632-f5270b0945a3,member of band
7800f35e-7cc0-4dc9-948a-8e75e5b00641,f2e33434-ec54-4983-a05b-5b15cb3a3a49,is person
78497771-85f7-4aac-97ba-aea677f5fa70,66c662b6-6e2f-4930-8610-912e24c63ed1,member of band
7856fdc6-9a6e-48cb-a266-619297e08f6f,e44ef539-1ec9-4cb2-bee7-852e84618308,member of band
7865778e-ccdb-4559-98c4-7c2c4559568b,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
78692212-af57-402a-a291-3938ca356500,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,member of band
78692212-af57-402a-a291-3938ca356500,79491354-3d83-40e3-9d8e-7592d58d790a,member of band
788e77a2-00bd-452b-8196-330c64826a35,08306695-0943-4f91-be93-a39ce7a7804f,member of band
7899a956-a260-4223-8fce-cb92c2cfee29,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
78bbc19d-6ff9-4131-bf8a-0f42e67750f3,dc3ca037-d183-41a8-b7c6-f8fbf426e1ef,is person
78d5d8b3-038b-4f7a-8de2-bdb2c782eb29,03e53482-a069-4e65-aa7a-117ede967ffe,member of band
78e8090c-6892-4eb7-990c-ce190028d4d3,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
78f2b489-dd72-4d94-8504-0b7a8174d5ae,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
79204093-5fae-4a73-9f02-7d602444f7dd,9c15986d-ff1f-4d91-9708-f50f7445884f,member of band
79204093-5fae-4a73-9f02-7d602444f7dd,9d17d14a-e81c-410e-a90b-b02b0a9de6f8,member of band
796db252-ea1d-4964-a89e-88f0521931eb,97b8d224-5660-419c-8dff-4b3bf0c33983,member of band
797dc323-fc39-4597-98cc-d10493f67326,5b11f4ce-a62d-471e-81fc-a69a8278c7da,member of band
79aa58f5-d834-4a0f-9628-8c1c1fbf069a,d5be5333-4171-427e-8e12-732087c6b78e,member of band
79d1e9ca-d396-44ac-8a4a-ff5dbe9e44f9,32ad6cc3-603d-402d-89fc-69205cdc94a6,is person
79d1e9ca-d396-44ac-8a4a-ff5dbe9e44f9,d085b676-ad0c-4582-946d-5d12dd1806f7,is person
79d1e9ca-d396-44ac-8a4a-ff5dbe9e44f9,d614b0ad-fe3a-4927-b413-48cb831a814b,member of band
79da3a8c-00c6-4fa7-9578-34e17e06d04d,b071f9fa-14b0-4217-8e97-eb41da73f598,member of band
79e1bb77-fd8b-42ab-8043-892af5370f0b,6e019bc6-5c23-4935-94f0-4a896631d846,member of band
7a03a23a-ec1a-4ac4-8796-324f6dfb1fe8,30f9b3e7-690b-4199-8441-916c37176532,member of band
7a159a72-557a-40c6-81cc-a348045dc942,bf081017-e5ec-44b8-a5e6-d0401d0b6828,member of band
7a2a8977-6268-4110-8943-61e63310687f,02ceff75-7363-493e-a78d-912dc86c7460,member of band
7a50b954-e61c-485e-9d37-dd17bcd9aaaf,d2f27332-85fe-4f61-9849-59be697e6a24,member of band
7a77627e-78f3-489f-827a-7caea3342bba,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,member of band
7ac83cfb-b7dd-42cb-ae5d-56c285676269,6b9793bc-03ce-49e2-968d-7057dca142ec,member of band
7ac83cfb-b7dd-42cb-ae5d-56c285676269,99689c05-4f6d-4bff-9b00-06731277fe42,member of band
7acef841-a0f1-408e-967c-37d8a3fa6481,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,member of band
7b37e7cb-9344-44c0-9690-127be58dad57,70e5098b-c4ae-4cd7-9799-3c1b9b57c753,member of band
7b49b7a0-6040-4164-8dd9-1427e5818f11,fc84ee2c-3b57-4f94-b912-5edaa7ab2d13,member of band
7b54e7dc-bae3-43f8-992e-10c43b859659,6e019bc6-5c23-4935-94f0-4a896631d846,member of band
7b88250d-891d-4186-9b16-b94c930be1b2,19bb9047-161d-4a33-9266-9325b386e316,is person
7b88250d-891d-4186-9b16-b94c930be1b2,a6c4ccb7-9b34-4115-91e8-2c838ff0f794,is person
7b88250d-891d-4186-9b16-b94c930be1b2,b7ffd2af-418f-4be2-bdd1-22f8b48613da,member of band
7b88250d-891d-4186-9b16-b94c930be1b2,dd3ee893-0371-4dbf-a632-80174c402c31,is person
7b88250d-891d-4186-9b16-b94c930be1b2,eedb5afd-1a6b-4d7b-a5ce-3cfb7a506a37,is person
7bac0d84-dec1-4de3-9bdb-2748f299d2ea,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
7bbe3cc4-4d69-4614-94b1-a33c95e9175f,2d623e82-73e2-4179-9c44-e963980f2d58,member of band
7bca0cea-265f-41d3-9e04-8a68507b6f25,5700dcd4-c139-4f31-aa3e-6382b9af9032,member of band
7bec6cd1-9602-400c-ab05-47e2d83bdf3d,79491354-3d83-40e3-9d8e-7592d58d790a,member of band
7bf19ad2-c08f-4beb-8c0f-476e785e8cfd,66c662b6-6e2f-4930-8610-912e24c63ed1,member of band
7bfd1c89-3464-45ef-af50-74282e083eea,9fcc463b-7cfc-4ea4-a65e-bab77fc78e9a,member of band
7bfe45a0-f000-43ee-965f-39a564980022,0407a14a-8430-489d-8c26-e6a328bd93d4,member of band
7bfe45a0-f000-43ee-965f-39a564980022,0ab49580-c84f-44d4-875f-d83760ea2cfe,member of band
7c146689-3d9b-4dec-8064-97ddc5288f84,9fcc463b-7cfc-4ea4-a65e-bab77fc78e9a,member of band
7c33a306-87ad-4cb6-9f69-bfdb8586b302,253bfe58-d68a-4f96-9b7a-70d977cbf66d,member of band
7c679635-a892-496b-82e7-84abe3eb5739,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,member of band
7ca99f66-9cb3-4e2c-acfc-d66e9f7b67f4,38f59974-2f4d-4bfa-b2e3-d2696de1b675,member of band
7cbc6534-f57e-4f0f-9db1-ebf19b9cb93b,30f9b3e7-690b-4199-8441-916c37176532,member of band
7cd9dada-8d12-40ac-bc5f-1de3a2e52fe2,99689c05-4f6d-4bff-9b00-06731277fe42,member of band
7ce20afc-2ed2-4f01-82a8-e850f8d7e041,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
7d044803-8f1d-4f7e-9d92-c479c46e6692,3862342a-43c4-4cdb-8250-bfdbfb5e1419,member of band
7d0b58b5-88ca-4424-a6e5-21202ac19147,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,member of band
7d13df68-5661-45bd-9aad-75a0d7f88091,5700dcd4-c139-4f31-aa3e-6382b9af9032,member of band
7d3f7aed-fb9c-4e80-b198-64cd6ae31cb8,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,member of band
7d71dcdf-bb6e-4dcb-a6d0-92762e3be70b,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
7d749e56-0e9b-40e6-aeec-483fca2c1972,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
7dae4d69-bf5b-4290-bf3a-c741274dc453,ea6c62ec-701e-4f01-bbcc-adfad2d3be70,member of band
7dc21a6a-25e2-471c-a181-c7f198d4012d,a13898e2-e488-498e-a89c-d0e920f74d4d,member of band
7dca3eeb-37f7-477b-b981-974a4e0a36e1,a2345a2d-10d5-4bf7-b18d-64227ca16731,is person
7de7827b-aa29-4bdf-890a-bd42c7490804,3bd894b2-ec26-4ca0-b6cf-b5e66ead1f2e,member of band
7e0cda98-d5b8-46a3-b0fc-2fb50cc97dc4,da1e6981-2bef-4b91-9581-eb5f5620248d,member of band
7e235b8d-ba06-4593-9539-2abbc4b47d9d,fcb1aef1-291e-46e9-b251-896f9d62454c,is person
7e61fba7-123c-42cf-bef4-2ea966258203,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
7e819490-5e5a-4274-8949-a0b5765d5f30,06bb5fcc-f2b3-428d-b8e7-079060311b6d,member of band
7e9272cd-c209-4e64-9004-ec5340845716,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
7ee89158-3446-4044-bb88-0dcc4d4cd6c0,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,member of band
7ee901f9-db2a-4cf8-91f0-850bf40b701b,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
7f233cda-eacb-4235-b681-5f7be343a1a2,48646387-1664-4c9a-9139-9bfd091b823c,member of band
7f6686b6-0280-44c3-9aa5-fe14e329ed64,44cf61b8-5197-448a-b82b-cef6ee89fac5,member of band
7fa26b72-4fbe-4bc5-b61d-76c346db1880,527973c7-9a9f-40bf-a52c-8cc2a7115c1a,member of band
80060c96-caa9-448c-826c-c204d9da28b0,97b8d224-5660-419c-8dff-4b3bf0c33983,member of band
8006f1d0-8851-46d8-a928-085c686b29b9,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,member of band
80380eec-7d56-4643-b6c2-506de2113cbf,95663592-1447-4579-90f7-c94733476667,member of band
8040b792-d16c-4094-a2b9-858ff4580f69,3ee9d430-5c76-4947-83bf-ebb5a9e3419c,member of band
806b5074-fa30-40dc-84dd-73e0e353e6d5,9d027d72-790e-40ec-bbb7-61aa613457de,member of band
80c72415-d26a-4f49-b13e-544e50b8c188,9c15986d-ff1f-4d91-9708-f50f7445884f,subgroup
80c9476f-d06a-4c6b-9d52-2c5be86caafa,bd04c7b4-530c-4802-ae16-962d004a5093,member of band
80d36ea6-3010-4548-8c27-67626ee43af7,23492596-1fa6-45b1-8de6-eed4a829483b,member of band
80e67a83-b995-459f-8976-93e97dd793dd,7284b092-eb9d-41fc-9b16-77abe96b1952,member of band
80f9dd8d-2257-42b0-8808-97c3056019b4,70e5098b-c4ae-4cd7-9799-3c1b9b57c753,member of band
81049199-25ba-44a1-bab5-a1415da4075d,8bfac288-ccc5-448d-9573-c33ea2aa5c30,member of band
810a4fc2-e368-4212-8494-a3934be6973d,a1eba844-8c3e-4c61-8f54-f5e086b58c01,member of band
81376e3f-f345-4588-a90f-581ec0635022,36ce89f1-0224-4693-a2cb-f021e13ca6d0,member of band
81376e3f-f345-4588-a90f-581ec0635022,dce1db43-17bd-47c3-9f12-7e70a145548d,is person
814a2c28-d022-4dfd-8c98-56d14167c94b,5676c373-0569-4e64-9ac7-1ece03891334,member of band
8170ef00-61a8-437b-ba9a-157d72e60f12,27e2997f-f7a1-4353-bcc4-57b9274fa9a4,member of band
81749214-fdff-4826-9e0b-973563cafe18,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
819053f9-193c-419f-bfd4-bcb583eacbfe,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
8195bdc4-6b37-4d95-b60a-0a8c67ed5ef2,5829cd4f-e693-4b03-abe5-1226243c23d6,member of band
819add80-2759-4795-a97e-390615ee2c49,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
81b31112-3359-4c3b-b36a-d4b8e2ad5220,073ad467-4891-40a0-bf61-d55c41a38aec,member of band
81c151a8-8aad-4657-9020-b27ac56f2311,e57f0cac-4f56-473c-8d7e-d93f753fd586,member of band
81f6372b-4cfa-4d8d-b560-c9e4235defaa,603ba565-3967-4be1-931e-9cb945394e86,member of band
81f70c77-2c06-486b-9fdd-eb74f5c94bfa,e04d239e-9fa8-49b3-b9b7-9e439c3cb1d1,member of band
8201ee6e-a7d8-4e10-aebd-60699d7e91cf,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,member of band
822bb256-c7be-40ab-9744-9f66ccedb6e2,5aa6a215-1670-47ed-ac66-505d142ee1b4,is person
822bb256-c7be-40ab-9744-9f66ccedb6e2,97b8d224-5660-419c-8dff-4b3bf0c33983,member of band
82469133-c1b3-4771-bc30-9f9aee147262,3f5be744-e867-42fb-8913-5fd69e4099b5,member of band
82ad1c73-2704-45a2-b437-679c3e74f8d9,19339b6e-c87b-4fa8-b19a-042a74efa127,member of band
82d69ef7-8eec-4e18-800d-6d80bb8ee125,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
82e10f4a-507a-4544-b88f-36b7df4e0a4a,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
83096042-3785-481e-8843-dee69f1aad12,0d79fe8e-ba27-4859-bb8c-2f255f346853,member of band
83328b9d-0563-47c7-8cbc-f3936354602b,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
8339c0c3-7a04-4b19-8ca3-b149e0d09222,de4feabc-cd21-4568-a09c-2086bfebe2f4,member of band
8377538d-c3c9-4588-a9e5-29a7de6d9cd1,0777faa3-4a8e-4616-829e-58d91a9a4254,member of band
8377538d-c3c9-4588-a9e5-29a7de6d9cd1,fb588f59-af1a-493a-9508-ed487caa2a11,member of band
8377ca74-38f7-4ed1-981f-3485547fa375,da9bf052-1a66-4737-be10-9f3987980b19,member of band
83780288-162f-4a8d-b523-75dbace61e2e,0be4c438-bbaa-40ad-853f-691b60d4c7b5,member of band
83886397-adf2-431a-b841-dc4af744a6cc,056e4f3e-d505-4dad-8ec1-d04f521cbb56,member of band
839464fe-cd82-4aea-b866-cc2d29e31bb3,f46bd570-5768-462e-b84c-c7c993bbf47e,member of band
83bf2a26-bf98-4f65-abc4-b8e110764702,79c67eb5-3851-4b28-bfe0-3adfcd6f58d7,member of band
83ca16da-d5ab-499f-8013-9d6c264f937c,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
83cf78c3-c802-4d7e-aed6-65a354dbfdb0,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,member of band
840f799f-0e10-4dd1-9935-4d79cee03c94,d11648e9-7569-471a-be96-068523f136c2,member of band
8412b5d5-4a63-4cb2-8be3-476f2cb33611,02ceff75-7363-493e-a78d-912dc86c7460,member of band
8425adaf-e8d4-4189-839d-a9fdfab55f4b,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,member of band
844bdcef-7a35-41a2-ae27-c30ef94e7c03,b7ffd2af-418f-4be2-bdd1-22f8b48613da,member of band
8451cfa0-b39c-4ad1-8aba-a19d47598a67,6e606842-250d-4d6b-8f87-45bf0b1605c2,is person
848284d9-4349-4a3e-becf-0f307ad139f2,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
84909af0-38ac-440d-bcea-496845b78a99,e04d239e-9fa8-49b3-b9b7-9e439c3cb1d1,member of band
84944c20-0a67-40f7-a42a-3a015f6b667b,918feca7-dae2-4785-969e-c4a281551ae7,member of band
84a1b776-8b7b-4516-b8c6-cd00abdbb0c5,1733a48f-2045-4b60-9130-aaa9393724a1,member of band
852c198a-75ee-4e2b-9aba-4453c52260b2,3862342a-43c4-4cdb-8250-bfdbfb5e1419,member of band
8541e7c3-301f-4ffa-8a87-804c4836fe34,9252ca18-015c-484c-ae59-5670784887d3,member of band
854b0bd7-14ad-4a1c-b1c5-6480d39d5b40,5676c373-0569-4e64-9ac7-1ece03891334,member of band
8554608b-5e22-423b-bfbf-654bb63707d9,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
858a3f92-07db-42b6-95cf-d37ddad25cc7,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
858d3f7b-f5ea-43af-b289-95d24f6d5bef,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
85a7bd21-c53a-4e7f-bffa-9e22f771f00c,854fbd52-9d01-4ce6-ac3e-8324e3ad753d,member of band
85ab17b1-e4e3-4af5-94b5-2a7f7ebf72a4,dc9c230d-cc77-40e3-a203-69dab8209615,is person
85f61908-62f9-420d-8ed6-bfd08132c646,d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,member of band
86110443-86e8-4361-9012-5fdc0ad6d5b5,3f5be744-e867-42fb-8913-5fd69e4099b5,member of band
86347bc9-d3c7-4722-b59a-a3da493065d5,44cf61b8-5197-448a-b82b-cef6ee89fac5,member of band
864e4eb9-9f68-4838-915d-84e580fb7931,9c15986d-ff1f-4d91-9708-f50f7445884f,member of band
864e4eb9-9f68-4838-915d-84e580fb7931,dc7c8277-d4b6-4bca-bdfe-50eee42536ac,member of band
866e346f-8171-4c67-80fc-9ecd915cf83f,9252ca18-015c-484c-ae59-5670784887d3,member of band
8682cf4e-1c73-4c2b-a1ed-9b42de32c970,e59c74e2-a93b-4da5-aa76-c199e3206bb3,member of band
868a667a-8a4f-40ba-b8ef-88d009ffe8ee,abd506e1-6f2b-4d6f-b937-92c267f6f88b,member of band
86cde8c4-0988-401f-91bc-d862cfff23c0,b0460354-68e9-4a13-a237-488edea254ff,member of band
86d3f2c7-2a19-4249-ad7c-6feec74118d7,5b11f4ce-a62d-471e-81fc-a69a8278c7da,member of band
86f67e4f-7094-4525-bfdc-cd18ed259e3a,527973c7-9a9f-40bf-a52c-8cc2a7115c1a,member of band
870dbb81-0fae-4258-b5ec-09a969d4d858,3ee9d430-5c76-4947-83bf-ebb5a9e3419c,member of band
871c1f22-195f-4bab-ab9d-5d21cb202cb3,187da628-d21a-4e0f-a93c-456c97a2c032,member of band
8745aa96-0163-4d6a-9f8b-f7437e5c67b0,bce172fc-51bb-43f7-9a25-b406a0a581d5,member of band
875203e1-8e58-4b86-8dcb-7190faf411c5,ac0d98f3-90c0-4cc0-abb6-fe3c85ae735f,is person
876cbb4d-6d6a-42c3-bf86-5fd63532c367,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
87740e64-fb84-406d-ae7c-0105d269a707,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
879d2b62-9c23-4d7d-a45a-aa16563db99d,d570bb31-b9ca-45a4-a2d9-11b186d9c159,member of band
87bef7c5-c32d-48d2-8ef6-22594c827bae,b9a13710-28dd-41f8-bd03-ce0b3ae406d5,member of band
87d0014d-299a-49d2-a0e0-51784fd5280b,dacc2d64-7e59-42a8-87a9-10c53919aff2,member of band
87d67f5b-2a2a-4b29-b98c-2200e97ee9f3,5131c635-5af1-4eac-8936-9d4d31e5929d,is person
883f9f3f-39a7-4e2b-82fc-b3cbe3c945a9,0911a2dd-1e8f-4c63-8c93-e5b853298383,is person
88798869-338b-418e-9c47-97365444b734,5fee3020-513b-48c2-b1f7-4681b01db0c6,member of band
88a877f9-0be2-49d6-9e86-7bea59fa9b1d,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
88ae36a3-1d48-44a9-b802-675caf9684be,da9bf052-1a66-4737-be10-9f3987980b19,member of band
88b0ef74-9da8-4998-8e3b-70687575588c,abd506e1-6f2b-4d6f-b937-92c267f6f88b,member of band
8900356e-71e4-4fb2-8684-d9778f207fcf,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
8924a7cb-f311-48a9-b038-1075947abb5b,fc84ee2c-3b57-4f94-b912-5edaa7ab2d13,member of band
893a901f-6cf8-4639-8df4-6109f7ac0f29,09bfc31a-ef7f-4537-836e-f3daeb76709a,member of band
894a81ec-cc01-41a4-9aa6-23e0fa4b8e12,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
8954b194-0b29-4b5d-a891-a30d6bfe1688,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
8990455a-9ad5-4e44-b139-c3e58fb9f2db,f3eaa943-71b3-44b6-8b66-74c787742aae,member of band
899a92fe-7ee5-4bc4-9628-0eff26df09e5,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,member of band
89d4a76a-d8d4-4600-ac9e-19415320b7f4,142b343d-bf5a-428c-a64f-6d1a7566bbe9,member of band
8a0b2b3f-29a0-4a92-9ce2-4158598f7a6b,6962cf70-050e-4d7c-8700-5017f5d31320,member of band
8a248619-1a0c-42a4-beb5-8455d51a5341,6a64307a-1806-428c-9bee-4afb13b27042,member of band
8a25eed8-057d-44f0-b16b-c432a5914ed5,9df2184b-1e49-4717-a5f5-54ca1c38bcb4,member of band
8a2714aa-8098-4774-bc4c-d93be9e822eb,53910e68-1601-4b67-9651-d081b94bdfae,is person
8a736be5-d059-4246-bc8e-9ac9e7b4e879,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
8a93db26-f371-4301-9551-3e0fdf524286,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
8aa5b65a-5b3c-4029-92bf-47a544356934,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,member of band
8abbf1b4-a31f-4132-8e0e-6f93d1c0b4ea,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
8b03861e-468d-4694-a7c3-4d1cf5dfe2d2,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,member of band
8b26558a-1073-45cf-b9a2-233703654ffb,79491354-3d83-40e3-9d8e-7592d58d790a,member of band
8b6110fb-0585-44a6-9cc4-9bb4c943f773,3ee9d430-5c76-4947-83bf-ebb5a9e3419c,member of band
8ba62626-2d7e-494d-a4fb-1afa68391c80,101c4754-1dc7-4c0f-92b9-49d8063d63da,member of band
8bb5fb40-ff25-4c03-b236-e5f57060931f,0a7ef947-cb11-4bf0-89e3-23b9a950f04d,member of band
8c471e1f-3b90-46ef-bd30-d6571eba5fe6,fc84ee2c-3b57-4f94-b912-5edaa7ab2d13,member of band
8c6ad2de-c09b-4fea-b9e8-4289baef0d7c,cbe629e3-fbbd-4071-9e12-4c5074c2231b,member of band
8c8a0eca-0a1b-4dce-b847-36c36eae03d3,eeb1195b-f213-4ce1-b28c-8565211f8e43,member of band
8c95b354-a580-4778-86bd-c2834d6144d3,38f59974-2f4d-4bfa-b2e3-d2696de1b675,member of band
8d197868-fd27-4732-bfcb-d7e8353a6cfc,552b138d-40ae-4c49-b01c-0db5d10148d4,is person
8d1a38a7-7e7b-4673-ad32-b4833f88842f,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,member of band
8d2d1db1-dd79-4317-8496-cbac302450c2,527973c7-9a9f-40bf-a52c-8cc2a7115c1a,member of band
8d4e6a86-fa1c-4a1b-b8c4-3b58a46dde9f,9df2184b-1e49-4717-a5f5-54ca1c38bcb4,member of band
8d6251d3-d479-4e8f-a17e-4fa8e86d240f,142b343d-bf5a-428c-a64f-6d1a7566bbe9,member of band
8d832ed6-9815-40a4-bcb1-a2773bab6134,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
8d956c0a-1751-4145-9ce5-213ac48f547d,66c662b6-6e2f-4930-8610-912e24c63ed1,member of band
8dbf186c-7edb-4660-91d3-e81a72545e6a,ad7b6571-9832-4aa1-8e58-d345d9ee06c0,member of band
8dcc61eb-f1f2-4bd9-a487-32b2c269f351,05cbaf37-6dc2-4f71-a0ce-d633447d90c3,member of band
8df62446-21d3-4449-8901-9e2914362639,8bfac288-ccc5-448d-9573-c33ea2aa5c30,member of band
8e145399-8f30-4ef5-93fb-4b133f33d196,40017bd7-139b-4998-8688-9b2478ad3325,member of band
8e1d04bb-2db0-4d95-bdda-1e605a8b8aef,5700dcd4-c139-4f31-aa3e-6382b9af9032,member of band
8e25c08c-ebb1-4a26-8cf2-880e4d740819,ac74294c-faba-4537-9086-dc3745688598,is person
8e27a8cd-ecc4-40db-959e-85cdba3d387d,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
8e414934-cfbd-41e0-89c8-aabceb85eb4b,8ba62626-2d7e-494d-a4fb-1afa68391c80,is person
8e4dde79-0025-4d06-bb41-39e660a1bca7,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,member of band
8e58b11e-4b9e-4586-8100-29358bfc3685,eeb1195b-f213-4ce1-b28c-8565211f8e43,member of band
8e615f86-e3c4-46b3-8c7b-4c86802abe1f,94c338ff-1985-4429-9dc8-997b61bb5932,is person
8e625775-bb61-4a02-a0b0-31b08192b7aa,fc318255-d27e-4e85-bfe5-46657eaef734,member of band
8e745496-cb3f-44d3-9816-416a75d15972,99689c05-4f6d-4bff-9b00-06731277fe42,member of band
8e7ad5a4-0e96-4286-8d91-3e0a10d39388,9963d933-38c8-4958-9b9c-e4cfe558b23c,is person
8e7ad5a4-0e96-4286-8d91-3e0a10d39388,e0eca4fb-9977-43e6-a61a-405f905a34aa,is person
8eb88f27-58f4-4495-83d8-74ce58e78a7f,33a68a9c-1880-4378-930f-181286a06ee3,is person
8eb88f27-58f4-4495-83d8-74ce58e78a7f,5577fd01-1c1d-42e0-9fd5-7699ef966b0b,is person
8eb88f27-58f4-4495-83d8-74ce58e78a7f,5d0ed61e-10db-413a-933c-5065096ef56f,is person
8eb88f27-58f4-4495-83d8-74ce58e78a7f,675a009c-316b-4017-8873-d9221656d9fd,is person
8eb88f27-58f4-4495-83d8-74ce58e78a7f,8e723b93-87b1-441e-a2ed-0a0794a76ea8,is person
8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b,2ef442c8-5df2-47c0-83a2-d83e2d231c7f,is person
8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b,6c7f539f-cd3f-4152-ab86-ee86e74acb04,is person
8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b,8f21e4d2-7eaf-479f-9e6a-9d5a0bc8fff7,is person
8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b,a74b1b7f-71a5-4011-9441-d0b5e4122711,member of band
8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b,c74f4726-2671-4011-81b6-f70da905c05a,member of band
8f1af5b5-ca03-4e9d-b79d-614aeb8ec6aa,0976dbd8-e7fe-4161-9a49-58c57f7a7787,member of band
8f50dd9b-ff69-4699-973f-90005979cc0e,012151a8-0f9a-44c9-997f-ebd68b5389f9,member of band
8fbfed56-bd2e-40c6-b686-c8e66445c6bb,9c15986d-ff1f-4d91-9708-f50f7445884f,member of band
8fbfed56-bd2e-40c6-b686-c8e66445c6bb,dc7c8277-d4b6-4bca-bdfe-50eee42536ac,member of band
8fbfed56-bd2e-40c6-b686-c8e66445c6bb,dfa98803-0f8e-4aac-a3d2-a2614db30074,member of band
8ff105c9-bd33-4654-84d7-a510cfa6a570,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
90023d8a-3907-45ec-a2aa-b8da61a6d0bd,b7ffd2af-418f-4be2-bdd1-22f8b48613da,member of band
900be07e-882b-40da-8c07-160856d54c4a,5829cd4f-e693-4b03-abe5-1226243c23d6,member of band
901b1b4d-3894-4589-b97e-112092f87d87,160629ab-ec18-4931-8c95-02cb92d06186,member of band
9021b30d-f0bd-4bdf-9a33-467d4d4ad150,bd04c7b4-530c-4802-ae16-962d004a5093,member of band
905e8b8b-54ea-4dc8-8964-c1412c6d6714,6390e20f-bacf-474e-954e-5b12da73350e,member of band
9082aea0-ee30-4175-8795-6540a8fd3605,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,member of band
908dff3d-17ff-4de9-8122-b824d8eed8cc,6a64307a-1806-428c-9bee-4afb13b27042,member of band
908fa819-3af6-4373-a051-75e4827605cf,506c92c3-0d1f-4bc9-b6ee-848c99ef5fd4,member of band
908fa819-3af6-4373-a051-75e4827605cf,b7442f18-d9be-4185-8b51-482510046156,member of band
909bb984-70b6-499d-acd7-9a789ca8b4e4,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
90a60df3-ab54-4426-b5e8-17b1700e63f3,e075c132-b1a7-47e4-b5a9-6e4b4825f5d6,is person
90a68e6f-2763-4c1c-a449-0c5e1e010612,02ceff75-7363-493e-a78d-912dc86c7460,member of band
90c5ba61-7e28-4d2c-8ca2-f48531b3d780,b9a13710-28dd-41f8-bd03-ce0b3ae406d5,member of band
90e2c345-3fcc-4623-8cf8-80d206c01634,67f66c07-6e61-4026-ade5-7e782fad3a5d,member of band
90e2c345-3fcc-4623-8cf8-80d206c01634,86d0e8a8-4463-425c-a0bf-9fe9813e3fe2,is person
911eced6-eeb5-43c4-81d5-94e152072108,e565610b-9a8f-451d-b594-ea658d76f725,member of band
916e2602-8d14-4169-8a2e-07488be1d309,be547bca-8718-4762-bf1b-34a3bdb4938f,member of band
